web-scraper-order,web-scraper-start-url,link_toko,link_toko-href,nama_toko,Jml_produk,chat,follower,rating_toko,bergabung,promo,alamat_toko,link_produk,link_produk-href,nama_produk,promo_produk,terjual,gratis_ongkir,favorit
"1669045544-45","https://shopee.co.id/mall/brands/11042849","Waskito","https://shopee.co.id/batikwaskito","","291","93% (hitungan jam)","12,2RB","4.9 (2RB penilaian)","3 tahun lalu","null","KOTA SURABAYA","67%offMasker Batik Katun murah (random)GrosirRp3.000Rp1.000370 TerjualKOTA SURABAYA","https://shopee.co.id/Masker-Batik-Katun-murah-(random)-i.173440985.13128151389?sp_atk=26ad8fd5-3f1c-4152-8d1e-f08f1e863ee9&xptdk=26ad8fd5-3f1c-4152-8d1e-f08f1e863ee9","null","null","null","null","null"
"1669045567-46","https://shopee.co.id/mall/brands/11042849","Warning Clothing","https://shopee.co.id/warningclothing","","367","78% (hitungan jam)","14,6RB","4.8 (6,4RB penilaian)","34 bulan lalu","null","KOTA BANDUNG","Warning Praise 1 Polo CapRp149.000335 TerjualKOTA BANDUNG","https://shopee.co.id/Warning-Praise-1-Polo-Cap-i.223114590.5740497020?sp_atk=22364eb1-7bbe-473a-a3dd-1fc00d8d1946&xptdk=22364eb1-7bbe-473a-a3dd-1fc00d8d1946","null","null","null","null","null"
"1669045590-47","https://shopee.co.id/mall/brands/11042849","WARDKICK","https://shopee.co.id/wardkick_official_shop","","53","76% (hitungan jam)","5,1RB","4.8 (651 penilaian)","4 tahun lalu","null","KAB. BANDUNG BARAT","50%offWARDKICK Sweater Crewneck black white MetalRp350.000Rp175.0001,5RB TerjualKAB. BANDUNG BARAT","https://shopee.co.id/WARDKICK-Sweater-Crewneck-black-white-Metal-i.145609753.11809220219?sp_atk=5ec7783e-8263-4f7c-902e-2cdfe85654b4&xptdk=5ec7783e-8263-4f7c-902e-2cdfe85654b4","null","null","null","null","null"
"1669045614-48","https://shopee.co.id/mall/brands/11042849","Walrus","https://shopee.co.id/walrusfashion","","91","96% (hitungan jam)","13,9RB","4.9 (13,7RB penilaian)","4 tahun lalu","null","KOTA SURABAYA","56%offWalrus Kaos Polo Basic (Polos) Putih  T1021501Diskon Rp5RBRp269.900Rp119.900165 TerjualKOTA SURABAYA","https://shopee.co.id/Walrus-Kaos-Polo-Basic-(Polos)-Putih-T1021501-i.89671317.6213714446?sp_atk=9ab14ee4-ab44-461b-b4ff-9df400c43544&xptdk=9ab14ee4-ab44-461b-b4ff-9df400c43544","null","null","null","null","null"
"1669045640-49","https://shopee.co.id/mall/brands/11042849","WALKOUT","https://shopee.co.id/walkoutclothing","","79","100% (hitungan menit)","20RB","4.8 (606 penilaian)","5 tahun lalu","null","KOTA CIMAHI","28%offWalkout Wallet Bio BrownDiskon 50%Pilih 2, diskon Rp5.000Rp160.000Rp115.000141 TerjualKOTA CIMAHI","https://shopee.co.id/Walkout-Wallet-Bio-Brown-i.68131673.6041062824?sp_atk=fd870817-560f-4000-9599-f2f41f159851&xptdk=fd870817-560f-4000-9599-f2f41f159851","null","null","null","null","null"
"1669045665-50","https://shopee.co.id/mall/brands/11042849","WADEZIG!","https://shopee.co.id/wadezigstore","","1,3RB","79% (hitungan jam)","93,4RB","4.8 (11,1RB penilaian)","4 tahun lalu","null","KOTA BANDUNG","WADEZIG! Tshirt - Jerusalem Black On Black #3Murah LebayRp135.000285 TerjualKOTA BANDUNG","https://shopee.co.id/WADEZIG!-Tshirt-Jerusalem-Black-On-Black-3-i.118297438.10730160310?sp_atk=cb00aab5-9321-4242-baf3-ea2fc3c9e948&xptdk=cb00aab5-9321-4242-baf3-ea2fc3c9e948","null","null","null","null","null"
"1669045688-51","https://shopee.co.id/mall/brands/11042849","VSLSS","https://shopee.co.id/vslss.official","","135","96% (hitungan menit)","1,5RB","4.9 (118 penilaian)","4 tahun lalu","null","KOTA BANDUNG","70%offVslss - Hoodie - Establert - BlackDiskon Rp20RBRp359.000Rp107.7001 TerjualKOTA BANDUNG","https://shopee.co.id/Vslss-Hoodie-Establert-Black-i.74213140.3183746429?sp_atk=59672cc7-e5af-4981-b1b2-1a6e13632d7a&xptdk=59672cc7-e5af-4981-b1b2-1a6e13632d7a","null","null","null","null","null"
"1669045712-52","https://shopee.co.id/mall/brands/11042849","Vreedom","https://shopee.co.id/vreedomofficial","","38","82% (hitungan jam)","2,2RB","4.9 (430 penilaian)","13 bulan lalu","null","KOTA DEPOK","32%offVREEDOM Hermit Oversized T-shirt BlackDiskon 5%Rp249.000Rp169.999116 TerjualKOTA DEPOK","https://shopee.co.id/VREEDOM-Hermit-Oversized-T-shirt-Black-i.572294517.15017849452?sp_atk=0552b522-be3c-438b-9bf1-bf196a5698da&xptdk=0552b522-be3c-438b-9bf1-bf196a5698da","null","null","null","null","null"
"1669045736-53","https://shopee.co.id/mall/brands/11042849","Voordurend Love","https://shopee.co.id/voordurend","","237","89% (hitungan jam)","12,1RB","4.8 (3,2RB penilaian)","4 tahun lalu","null","KOTA DENPASAR","10%offVoordurend Love - Mackas Icon Laxtee -  Unisex - Black – Tshirt – Relaxed Fit – Cotton Combed 20sCashback 5%Rp179.100 - Rp199.00073 TerjualKOTA DENPASAR","https://shopee.co.id/Voordurend-Love-Mackas-Icon-Laxtee-Unisex-Black-%E2%80%93-Tshirt-%E2%80%93-Relaxed-Fit-%E2%80%93-Cotton-Combed-20s-i.119754295.4779971818?sp_atk=189f3a23-e549-48d7-809a-f95e8e8adff9&xptdk=189f3a23-e549-48d7-809a-f95e8e8adff9","null","null","null","null","null"
"1669045759-54","https://shopee.co.id/mall/brands/11042849","Von Dutch","https://shopee.co.id/vondutchofficial","","434","42% (hitungan jam)","30,4RB","4.9 (17RB penilaian)","33 bulan lalu","null","KOTA JAKARTA BARAT","30%offVondutch / Kaos / Tshirt / baju 0330BLRp359.000Rp251.300312 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Vondutch-Kaos-Tshirt-baju-0330BL-i.228625083.4342106284?sp_atk=1a38d07a-64ce-4eb2-b3df-932d37edd747&xptdk=1a38d07a-64ce-4eb2-b3df-932d37edd747","null","null","null","null","null"
"1669045782-55","https://shopee.co.id/mall/brands/11042849","VOLKVOG","https://shopee.co.id/volkvog","","306","99% (hitungan menit)","37,2RB","4.9 (7,7RB penilaian)","4 tahun lalu","null","KOTA BEKASI","43%offVolkvog Jeans Chino Panjang Genova SlimfitRp350.000Rp199.5001RB TerjualKOTA BEKASI","https://shopee.co.id/Volkvog-Jeans-Chino-Panjang-Genova-Slimfit-i.78022274.1336544032?sp_atk=8f72d2fb-358a-47d9-9f9f-ff76945040ea&xptdk=8f72d2fb-358a-47d9-9f9f-ff76945040ea","null","null","null","null","null"
"1669045806-56","https://shopee.co.id/mall/brands/11042849","Volcom","https://shopee.co.id/volcomofficial","","608","100% (hitungan menit)","42,7RB","4.9 (18,4RB penilaian)","26 bulan lalu","null","KAB. BADUNG","30%offVOLCOM - GSB CHILLIN WAISTBAG BLKRp525.000Rp367.000147 TerjualKAB. BADUNG","https://shopee.co.id/VOLCOM-GSB-CHILLIN-WAISTBAG-BLK-i.315833408.6684168805?sp_atk=f439b7b0-5ce4-4f52-98cd-ed7a311ae144&xptdk=f439b7b0-5ce4-4f52-98cd-ed7a311ae144","null","null","null","null","null"
"1669045829-57","https://shopee.co.id/mall/brands/11042849","VNOISE","https://shopee.co.id/vnoise","","38","78% (hitungan jam)","1,2RB","4.6 (364 penilaian)","5 bulan lalu","null","KAB. BANDUNG","42%offVNOISE - Celana Jogger Pria Trendy Korean StyleGrosirRp120.000Rp70.000629 TerjualKAB. BANDUNG","https://shopee.co.id/VNOISE-Celana-Jogger-Pria-Trendy-Korean-Style-i.804116510.21816706231?sp_atk=69bb8280-ceba-43ae-8ac9-364b81ade175&xptdk=69bb8280-ceba-43ae-8ac9-364b81ade175","null","null","null","null","null"
"1669045858-58","https://shopee.co.id/mall/brands/11042849","VNI.ID","https://shopee.co.id/vni.id","","63","100% (hitungan jam)","63RB","4.7 (48,6RB penilaian)","20 bulan lalu","null","KOTA JAKARTA BARAT","77%offVNI.ID Basic Sweater Polos New York 199X Pria & Wanita SIZE M-XXLDiskon Rp500Rp39.800 - Rp56.6949,5RB TerjualKOTA JAKARTA BARAT","https://shopee.co.id/VNI.ID-Basic-Sweater-Polos-New-York-199X-Pria-Wanita-SIZE-M-XXL-i.404771892.6182446887?sp_atk=0db025f0-a265-4da8-9038-200f25566f78&xptdk=0db025f0-a265-4da8-9038-200f25566f78","null","null","null","null","null"
"1669045881-59","https://shopee.co.id/mall/brands/11042849","Vitlexs","https://shopee.co.id/vitlexsofficial","","61","44% (hitungan jam)","9,4RB","4.7 (1,8RB penilaian)","26 bulan lalu","null","KAB. BANDUNG","40%offVitlexs Sandal Pria Slip On Art Font VitlexsDiskon Rp20RBPilih 2, diskon 5%Rp200.000Rp120.00023 TerjualKAB. BANDUNG","https://shopee.co.id/Vitlexs-Sandal-Pria-Slip-On-Art-Font-Vitlexs-i.312777406.11623187022?sp_atk=c97de9f6-7b87-4198-9398-6c2225fa8b65&xptdk=c97de9f6-7b87-4198-9398-6c2225fa8b65","null","null","null","null","null"
"1669045904-60","https://shopee.co.id/mall/brands/11042849","Vish","https://shopee.co.id/vishbyntl","","101","56% (hitungan jam)","17%","8RB","4.9 (1,2RB penilaian)","null","KOTA JAKARTA BARAT","Vish - (Ready Stock) Ventela x Nevertoolavish: H13 Noir HighRp469.800111 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Vish-(Ready-Stock)-Ventela-x-Nevertoolavish-H13-Noir-High-i.218254552.7149898391?sp_atk=6f01daea-df77-415a-86b7-09ff8676579f&xptdk=6f01daea-df77-415a-86b7-09ff8676579f","null","null","null","null","null"
"1669045929-61","https://shopee.co.id/mall/brands/11042849","Visbar","https://shopee.co.id/visbar.id","","171","93% (hitungan jam)","72,3RB","4.9 (17,9RB penilaian)","3 tahun lalu","null","KOTA DEPOK","25%offVisbar TShirt T13 - MermaidDiskon Rp1RBPilih 3, bayar Rp250.000Rp169.000Rp126.7501,6RB TerjualKOTA DEPOK","https://shopee.co.id/Visbar-TShirt-T13-Mermaid-i.166044163.5616761704?sp_atk=22df4959-d750-4e16-b120-f3205b0d86cb&xptdk=22df4959-d750-4e16-b120-f3205b0d86cb","null","null","null","null","null"
"1669045953-62","https://shopee.co.id/mall/brands/11042849","VIBESAPPAREL","https://shopee.co.id/vibesapparel_","","218","96% (hitungan jam)","30,9RB","4.8 (8,9RB penilaian)","4 tahun lalu","null","KOTA TANGERANG","55%offVIBES APPAREL | Wirepeace | Coach JacketDiskon 20%Murah LebayRp350.000Rp159.0001,2RB TerjualKOTA TANGERANG","https://shopee.co.id/VIBES-APPAREL-Wirepeace-Coach-Jacket-i.106062905.6765038927?sp_atk=c56f940b-2f89-4e5f-ab65-f35b8f01dd55&xptdk=c56f940b-2f89-4e5f-ab65-f35b8f01dd55","null","null","null","null","null"
"1669045978-63","https://shopee.co.id/mall/brands/11042849","Vialli Milano","https://shopee.co.id/viallimilano","","259","60% (hitungan jam)","1,8RB","4.9 (1,5RB penilaian)","27 bulan lalu","null","KOTA JAKARTA BARAT","Danatella Polo Stripe Shirt Wanita lengan pendekRp229.000156 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Danatella-Polo-Stripe-Shirt-Wanita-lengan-pendek-i.298649135.8811076206?sp_atk=d42ef351-a4ae-4998-bd10-f2d2c2a50d1d&xptdk=d42ef351-a4ae-4998-bd10-f2d2c2a50d1d","null","null","null","null","null"
"1669046010-64","https://shopee.co.id/mall/brands/11042849","Verticalgoods","https://shopee.co.id/verticalgoods","","null","96% (hitungan jam)","40,9RB","4.8 (15,4RB penilaian)","5 tahun lalu","null","KOTA TANGERANG","56%offVerticalgoods | T-shirt Oversize | BLURRY Kaos HitamKombo HematRp180.000Rp79.5004,4RB TerjualKOTA TANGERANG","https://shopee.co.id/Verticalgoods-T-shirt-Oversize-BLURRY-Kaos-Hitam-i.42407758.9143856822?sp_atk=d7448b4f-10c0-4b15-b131-ea1ddfbc6c1a&xptdk=d7448b4f-10c0-4b15-b131-ea1ddfbc6c1a","null","null","null","null","null"
"1669046033-65","https://shopee.co.id/mall/brands/11042849","Verkoop","https://shopee.co.id/verkoop.store","","56","58% (hitungan jam)","2RB","4.9 (1,9RB penilaian)","9 bulan lalu","null","KOTA JAKARTA SELATAN","60%offVerkoop Long Sleeve Tshirt ArmyRp299.000Rp119.00035 TerjualKOTA JAKARTA SELATAN","https://shopee.co.id/Verkoop-Long-Sleeve-Tshirt-Army-i.698748973.20458886939?sp_atk=01fac7b7-d31b-4718-aa70-dcd349c5fd08&xptdk=01fac7b7-d31b-4718-aa70-dcd349c5fd08","null","null","null","null","null"
"1669046057-66","https://shopee.co.id/mall/brands/11042849","Vercline","https://shopee.co.id/vercline","","34","42% (hitungan jam)","1,9RB","4.8 (239 penilaian)","4 tahun lalu","null","KOTA JAKARTA BARAT","30%offVercline Oversized T-Shirt DOBIERp425.000Rp297.5003 TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Vercline-Oversized-T-Shirt-DOBIE-i.92018159.19057695179?sp_atk=27e49824-0402-48bf-8b06-03de03f4d227&xptdk=27e49824-0402-48bf-8b06-03de03f4d227","null","null","null","null","null"
"1669046080-67","https://shopee.co.id/mall/brands/11042849","Vengoz","https://shopee.co.id/vengoz","","251","75% (hitungan jam)","126,1RB","4.8 (57,6RB penilaian)","5 tahun lalu","null","KOTA JAKARTA UTARA","64%offVENGOZ Kemeja Pria - Adya Casual ShirtDiskon 50%Pilih 2, diskon 3%Rp359.000Rp129.0002,7RB TerjualKOTA JAKARTA UTARA","https://shopee.co.id/VENGOZ-Kemeja-Pria-Adya-Casual-Shirt-i.58259176.9618220973?sp_atk=19a3ee98-0064-4726-9c5d-4be784d3da27&xptdk=19a3ee98-0064-4726-9c5d-4be784d3da27","null","null","null","null","null"
"1669046112-68","https://shopee.co.id/mall/brands/11042849","Veljko","https://shopee.co.id/veljko.official","","283","97% (hitungan jam)","57,4RB","4.8 (26,5RB penilaian)","34 bulan lalu","null","KOTA BANDUNG","45%offVeljko T-shirt Larva BlackDiskon Rp2,5RBRp135.000Rp74.5001,9RB TerjualKOTA BANDUNG","https://shopee.co.id/Veljko-T-shirt-Larva-Black-i.219487388.3929010782?sp_atk=4a6527ec-d19e-4f7f-b732-c273ada36790&xptdk=4a6527ec-d19e-4f7f-b732-c273ada36790","null","null","null","null","null"
"1669046152-69","https://shopee.co.id/mall/brands/11042849","Vearst","https://shopee.co.id/vearst","","399","90% (hitungan jam)","47,9RB","4.8 (15,6RB penilaian)","34 bulan lalu","null","KOTA BANDUNG","41%offVearst Work Pants Sable 540 Cut BlackRp439.000Rp260.000709 TerjualKOTA BANDUNG","https://shopee.co.id/Vearst-Work-Pants-Sable-540-Cut-Black-i.224781834.6278574673?sp_atk=f2d4faa1-a4d0-4675-ad05-e08940d1dbf4&xptdk=f2d4faa1-a4d0-4675-ad05-e08940d1dbf4","null","null","null","null","null"
"1669046176-70","https://shopee.co.id/mall/brands/11042849","VCRL","https://shopee.co.id/vcrl.id","","53","92% (hitungan jam)","2,6RB","4.6 (5,1RB penilaian)","28 bulan lalu","null","KAB. BANDUNG","50%offVCRL Sweater Pria Sablon Polos Basic Bahan Cotton Flece OriginalDiskon 50%Rp75.000 - Rp150.00010RB+ TerjualKAB. BANDUNG","https://shopee.co.id/VCRL-Sweater-Pria-Sablon-Polos-Basic-Bahan-Cotton-Flece-Original-i.282506205.8515037788?sp_atk=d8b27610-5824-4631-99ec-6b3ab84a9637&xptdk=d8b27610-5824-4631-99ec-6b3ab84a9637","null","null","null","null","null"
"1669046201-71","https://shopee.co.id/mall/brands/11042849","Varial","https://shopee.co.id/varialapparel.co","","242","95% (hitungan jam)","11,9RB","4.8 (2,4RB penilaian)","4 tahun lalu","null","KAB. BADUNG","18%offJAKET JEANS PRIA / TRUCKER JEANS / STONEWASH /DENIM / V TRD CONS MEDICINE BLUEDiskon Rp20RBRp430.000Rp352.60091 TerjualKAB. BADUNG","https://shopee.co.id/JAKET-JEANS-PRIA-TRUCKER-JEANS-STONEWASH-DENIM-V-TRD-CONS-MEDICINE-BLUE-i.105948078.6487864075?sp_atk=a9b78c79-b41d-4014-8c04-7752c83284cd&xptdk=a9b78c79-b41d-4014-8c04-7752c83284cd","null","null","null","null","null"
"1669046226-72","https://shopee.co.id/mall/brands/11042849","Vampire Dead And Revenge","https://shopee.co.id/vampiredeadandrevenge","","579","99% (hitungan jam)","57,8RB","4.8 (21,1RB penilaian)","33 bulan lalu","null","KAB. BANTUL","44%offVampire Kingdom T-shirt Short Sleeve | Gorgeo | BlackDiskon Rp2,5RBPilih 2, diskon Rp3.000Rp169.000Rp95.0001,1RB TerjualKAB. BANTUL","https://shopee.co.id/Vampire-Kingdom-T-shirt-Short-Sleeve-Gorgeo-Black-i.229008774.13814294907?sp_atk=42386504-ec46-4b03-b125-d0cd15c398ca&xptdk=42386504-ec46-4b03-b125-d0cd15c398ca","null","null","null","null","null"
"1669046248-73","https://shopee.co.id/mall/brands/11042849","Urbain Inc","https://shopee.co.id/urbaininc","","103","55% (hitungan jam)","77,7RB","4.8 (16,6RB penilaian)","3 tahun lalu","null","KOTA JAKARTA SELATAN","45%offUrbain Beanie/Kupluk Wool Hitam LogoPilih 2, bayar Rp100.000Rp100.000Rp55.000848 TerjualKOTA JAKARTA SELATAN","https://shopee.co.id/Urbain-Beanie-Kupluk-Wool-Hitam-Logo-i.155156587.4563253173?sp_atk=54ae1b4d-1cc3-4f51-a59d-59b4f204b0b0&xptdk=54ae1b4d-1cc3-4f51-a59d-59b4f204b0b0","null","null","null","null","null"
"1669046273-74","https://shopee.co.id/mall/brands/11042849","Uprise","https://shopee.co.id/uprisedenim","","89","97% (hitungan jam)","80,6RB","4.9 (7,1RB penilaian)","33 bulan lalu","null","KOTA JAKARTA UTARA","UPRISE Oversize Polo Black , White , GrayDiskon Rp15RBRp179.000103 TerjualKOTA JAKARTA UTARA","https://shopee.co.id/UPRISE-Oversize-Polo-Black-White-Gray-i.231103920.8498349348?sp_atk=ec4921ae-1125-46e4-bf84-78823b4390f7&xptdk=ec4921ae-1125-46e4-bf84-78823b4390f7","null","null","null","null","null"
"1669046299-75","https://shopee.co.id/mall/brands/11042849","Unxplnd","https://shopee.co.id/unxplndmarket","","159","78% (hitungan jam)","24,8RB","4.9 (5,5RB penilaian)","25 bulan lalu","null","KAB. TANGERANG","27%offUnxplnd | Beanie | Basic OG WovenRp95.000Rp69.0001,1RB TerjualKAB. TANGERANG","https://shopee.co.id/Unxplnd-Beanie-Basic-OG-Woven-i.325670631.9348232420?sp_atk=56740ddb-8a0e-4d39-9af4-2c1f51fc7203&xptdk=56740ddb-8a0e-4d39-9af4-2c1f51fc7203","null","null","null","null","null"
"1669046326-76","https://shopee.co.id/mall/brands/11042849","UNTCKD","https://shopee.co.id/untckd_official","","485","79% (hitungan jam)","96,9RB","4.8 (18,5RB penilaian)","7 tahun lalu","null","KOTA JAKARTA UTARA","67%offUNTCKD Quill FannypackRp150.000Rp50.000226 TerjualKOTA JAKARTA UTARA","https://shopee.co.id/UNTCKD-Quill-Fannypack-i.1304055.3414141404?sp_atk=d8641025-b6ab-439a-a3f6-675a900e47e6&xptdk=d8641025-b6ab-439a-a3f6-675a900e47e6","null","null","null","null","null"
"1669046349-77","https://shopee.co.id/mall/brands/11042849","Uno.co","https://shopee.co.id/unoco.official","","80","97% (hitungan jam)","20,8RB","4.9 (5,6RB penilaian)","36 bulan lalu","null","KOTA JAKARTA TIMUR","9%offUno.co Kemeja Formal Office Shirt lengan pendek hitam Big Size Xl-7XlCashback 3%Rp209.000 - Rp269.000151 TerjualKOTA JAKARTA TIMUR","https://shopee.co.id/Uno.co-Kemeja-Formal-Office-Shirt-lengan-pendek-hitam-Big-Size-Xl-7Xl-i.204790309.9576464727?sp_atk=be3d89c8-d7e3-433e-9569-f7bc5fd4a0ac&xptdk=be3d89c8-d7e3-433e-9569-f7bc5fd4a0ac","null","null","null","null","null"
"1669046380-78","https://shopee.co.id/mall/brands/11042849","UNKL347","https://shopee.co.id/unkl347official","","384","98% (hitungan jam)","132,8RB","4.8 (39,1RB penilaian)","4 tahun lalu","null","KOTA SURAKARTA (SOLO)","70%offUNKL347 T-Shirt Hitam Bahan Combed Motif Simpel BDTMRp260.000Rp78.0001,2RB TerjualKOTA SURAKARTA (SOLO)","https://shopee.co.id/UNKL347-T-Shirt-Hitam-Bahan-Combed-Motif-Simpel-BDTM-i.80732230.14790223061?sp_atk=71e20bd9-d156-4f16-9288-3f5fb1dd7431&xptdk=71e20bd9-d156-4f16-9288-3f5fb1dd7431","null","null","null","null","null"
"1669046403-79","https://shopee.co.id/mall/brands/11042849","Unitedhart","https://shopee.co.id/unitedhart_official","","95","74% (hitungan jam)","18,4RB","4.9 (2,8RB penilaian)","27 bulan lalu","null","KOTA BANDUNG","UH! Heavyweight Cotton 16s Pocket Tees BlackRp178.000226 TerjualKOTA BANDUNG","https://shopee.co.id/UH!-Heavyweight-Cotton-16s-Pocket-Tees-Black-i.293283681.4896740595?sp_atk=e94f1e0b-9bfd-413d-a018-65049aa8a2f5&xptdk=e94f1e0b-9bfd-413d-a018-65049aa8a2f5","null","null","null","null","null"
"1669046430-80","https://shopee.co.id/mall/brands/11042849","Unionwell","https://shopee.co.id/unionwelloriginal","","203","87% (hitungan jam)","14,7RB","4.9 (5,3RB penilaian)","3 tahun lalu","null","KOTA JAKARTA SELATAN","40%offUnionwell Tshirt Unionround Logo BlackRp300.000Rp180.000236 TerjualKOTA JAKARTA SELATAN","https://shopee.co.id/Unionwell-Tshirt-Unionround-Logo-Black-i.168583478.11156284810?sp_atk=6482a850-964f-4842-8382-ec465fcd466c&xptdk=6482a850-964f-4842-8382-ec465fcd466c","null","null","null","null","null"
"1669046453-81","https://shopee.co.id/mall/brands/11042849","Underage","https://shopee.co.id/underage.indonesia","","167","87% (hitungan jam)","10,3RB","4.9 (4,7RB penilaian)","3 tahun lalu","null","KOTA BANDUNG","54%offUnderage T-Shirt wild and free long sleve black streetwear | kaos motorDiskon Rp10RBMurah LebayRp138.600 - Rp163.350714 TerjualKOTA BANDUNG","https://shopee.co.id/Underage-T-Shirt-wild-and-free-long-sleve-black-streetwear-kaos-motor-i.199857305.4456360290?sp_atk=0466f965-1d9e-481c-808e-bbee6b3eb65b&xptdk=0466f965-1d9e-481c-808e-bbee6b3eb65b","null","null","null","null","null"
"1669046477-82","https://shopee.co.id/mall/brands/11042849","UK Unicloth Kingdom","https://shopee.co.id/uniclothkingdom","","79","60% (hitungan jam)","360","4.8 (128 penilaian)","19 bulan lalu","null","KOTA BANDUNG","50%offUK Unicloth Kingdom Tshirt Basic / Kaos Polos 24s / Kaos Polos Tanpa Jahitan SampingGrosirRp86.000Rp43.000152 TerjualKOTA BANDUNG","https://shopee.co.id/UK-Unicloth-Kingdom-Tshirt-Basic-Kaos-Polos-24s-Kaos-Polos-Tanpa-Jahitan-Samping-i.421704542.8488957170?sp_atk=409f8adc-f83d-40b4-97f8-7dd94f4607bb&xptdk=409f8adc-f83d-40b4-97f8-7dd94f4607bb","null","null","null","null","null"
"1669046504-83","https://shopee.co.id/mall/brands/11042849","UC&CO.","https://shopee.co.id/ucandcocanggu","","51","10%","383","4.9 (80 penilaian)","31 bulan lalu","null","KAB. BADUNG","UC&CO. Six Panel Cap Rest In ParadiseRp245.000 - Rp270.0004 TerjualKAB. BADUNG","https://shopee.co.id/UC-CO.-Six-Panel-Cap-Rest-In-Paradise-i.244561474.5929242914?sp_atk=895b358b-8249-4c91-b720-6dc57f5f862e&xptdk=895b358b-8249-4c91-b720-6dc57f5f862e","null","null","null","null","null"
"1669046527-84","https://shopee.co.id/mall/brands/11042849","U8","https://shopee.co.id/u8clothing","","130","75% (hitungan jam)","783","4.7 (184 penilaian)","28 bulan lalu","null","KOTA SURABAYA","60%offU8 Kemeja Motif Kirkless Navy Grey Modern Tribal KIRKLESS 1019-01Rp359.000Rp143.6003 TerjualKOTA SURABAYA","https://shopee.co.id/U8-Kemeja-Motif-Kirkless-Navy-Grey-Modern-Tribal-KIRKLESS-1019-01-i.283006103.7565395407?sp_atk=4cddde26-f5ff-4241-a8b0-d8a490346c4d&xptdk=4cddde26-f5ff-4241-a8b0-d8a490346c4d","null","null","null","null","null"
"1669046549-85","https://shopee.co.id/mall/brands/11042849","Twohead","https://shopee.co.id/twohead.official","","129","86% (hitungan jam)","19,5RB","4.8 (6,3RB penilaian)","24 bulan lalu","null","KAB. BANDUNG","59%offTwohead tshirt Depression WhiteDiskon Rp2,5RBRp180.000Rp73.8001,1RB TerjualKAB. BANDUNG","https://shopee.co.id/Twohead-tshirt-Depression-White-i.346059716.9528689078?sp_atk=b59d92eb-a955-4d7c-b738-dad42234a2a1&xptdk=b59d92eb-a955-4d7c-b738-dad42234a2a1","null","null","null","null","null"
